dialogues,summary,AI_Gen_Summary,bleu_score
"[Person1]: Taxi![Person2]: Where will you go, sir?[Person1]: Friendship Hotel.[Person2]: OK, it's not far from here.[Person1]: I have something important to do, can you fast the speed?[Person2]: Sure, I'll try my best. Here we are.[Person1]: It's fast! How much should I pay you?[Person2]: The reading on the meter is 15 yuan.[Person1]: Here's 20 yuan, keep the change.[Person2]: Thank you very much.",Person1 takes a taxi to the Friendship Hotel for something important.,Person1 asks Person2 to fast the speed of the taxi and pay Person1 for the reading on the meter.,4.950818998936183e-78
"[Person1]: I'm broke, and I have to catch another bus.[Person2]: Why don't you have any money for another bus?[Person1]: I got hungry and bought some chips.[Person2]: That was smart.[Person1]: Anyway, do you have any change I can use for the bus?[Person2]: I don't have any.[Person1]: I don't know how I'm going to get home.[Person2]: Get a transfer from the bus driver.[Person1]: How much is a transfer?[Person2]: It doesn't cost anything.[Person1]: That's great! Thanks for your help.[Person2]: You know what? Don't mention it.",Person1 doesn't have any change for the bus because Person1 bought some chips. Person2 suggests Person1 get a transfer from the bus driver.,Person2 helps Person1 to catch another bus. Person2 suggests Person1 get a transfer from the bus driver and Person1 agrees.,0.5196775753119565
"[Person1]: How long does it take to get to downtown from here?[Person2]: It is 15 minutes ' drive.[Person1]: What companies do we have in our neighborhood?[Person2]: Mitsubishi, HP, IBM and many other famous corporations.[Person1]: Does the 7th floor belong to our company too?[Person2]: Yes, our company has two floors, the 6th and 7th floor in this building.[Person1]: It ' s such a large firm. Do we have our own staff restaurant?[Person2]: Yes, at the end of the hall.",Person2 tells Person1 information about their company and its surroundings.,Person2 tells Person1 about Person2's company's company's location and the company's staff restaurant in downtown.,0.25919112811903394
"[Person1]: Did you hear about Lulu?[Person2]: No, what?[Person1]: She and Vic broke up and now she ' s asked for a transfer.[Person2]: Get out of here! I didn ' t even know they were dating![Person1]: No one really did. They were very discreet and professional at the office.",Person1 and Person2 are gossiping about Lulu and Vic's break-up.,Person1 tells Person2 Lulu broke up with Vic and asked for a transfer. Person2 is surprised.,5.3579069475970695e-78
"[Person1]: Hello, 332440.[Person2]: Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?[Person1]: I'm afraid he's not in at the moment Dave. He went out about an hour ago and he's not back yet.[Person2]: Any idea when he might be back?[Person1]: Well, he shouldn't be long. He said he was just going to get some paint. But I wouldn't be surprised if he's stopped off at the pub on the way back.[Person2]: OK. well, tell him I've called, will you, and I'll try again later.[Person1]: All right. Goodbye, Dave.[Person2]: Thanks then Sally. Goodbye.",Dave Thomson calls Jim but Jim went out. Sally will tell Jim Dave called.,Sally tells Dave Jim is not in at the moment. Dave will try again later.,6.278023641731279e-78
"[Person1]: Excuse me. Can you tell me how to get to City Hall?[Person2]: Yes. Go to the next corner and turn left onto Center Street. Walk three blocks to Second Avenue and turn right. Walk two more blocks and you'll see City Hall on the left.[Person1]: I'm sorry. I didn't follow you. Could you please repeat that?[Person2]: Okay. First, go to the next corner and turn left onto Center Street.[Person1]: Uh-huh.[Person2]: Then, walk three blocks to Second Avenue an turn right. Are you with me so far?[Person1]: Yes. I'm following you.[Person2]: Then, walk two more blocks an you ' ll see City Hall on the left. Have you got all that?[Person1]: Yes. Now I've got it. Thank you very much.",Person2 shows Person1 the way to City Hall patiently.,"Person2 tells Person1 how to get to City Hall. Person2 tells Person1 to go to the next corner and turn left onto Center Street, walk three blocks to Second Avenue, turn right, and see City Hall.",0.12559667394538301
"[Person1]: Excuse me, could you help me?[Person2]: Yes, what seems to be the problem?[Person1]: Well. I was wondering if anyone has turned in a passport?[Person2]: I am afraid not. Have you lost your passport?[Person1]: I think so. I can't find it anywhere in my hotel room and I remember the last place I used it yesterday was in this department store.[Person2]: Where exactly did you use your passport in the store?[Person1]: In the shoe department. I had to show it to pay for these shoes with my traveler's cheques.[Person2]: Well, let me call the shoe department to see if they'Ve found a passport. Sorry, your passport hasn't turned up there either.[Person1]: Then what shall I do?[Person2]: You can fill in this lost property report and I will keep my eye out for it. These kinds of things usually turn up eventually, but I suggest you contact your embassy and tell them about your situation, so they can issue you a new passport in case it doesn't show up.[Person1]: You are right. Do you have a pen?[Person2]: Here you are.[Person1]: Oh, I seem to lose something every time I travel.",Person1 lost Person1's passport. Person2 suggests Person1 fill in the lost property report and inform the embassy of the situation so they can issue a new passport in case it cannot be found.,Person1 tells Person2 Person1 lost Person1's passport in the shoe department yesterday. Person2 asks Person1 to fill in the lost property report and contact Person2's embassy to tell them about Person1's situation.,0.4790059300981503
"[Person1]: Hello?[Person2]: Good morning, Nathaniel. This is Leah calling from the International Student Office.[Person1]: Good morning.[Person2]: The reason I'm calling is because Ms. Collins will not be able to call you back until next week.[Person1]: Oh. I had hoped she would have called me back yesterday.[Person2]: She's terribly sorry about that. She had to leave the office suddenly and won't be able to return until next week. She hopes you understand.[Person1]: Is there someone else I can talk to?[Person2]: She asked me to call you to book an appointment with someone else today. When are you free today?[Person1]: Any time after 2 pm today would be good for me.[Person2]: Mr. Liu is available at 2[Person1]: I'd prefer to speak with Ms. Fonda.[Person2]: I'm afraid she isn't available this afternoon. She has an opening at 11[Person1]: that will be fine.[Person2]: Ok, we'll be expecting you at 11","Leah informs Nathaniel that Ms. Collins will not be able to call him back until next week, so he needs to book an appointment with someone else from the International Student Office. Nathaniel decides to speak with Ms. Fonda.",Leah calls Nathaniel because Ms. Collins will not be able to call him back until next week. Leah asks Nathaniel to book an appointment with Ms. Liu at 2:00 and Mr. Fonda at 11:00 today.,0.539699325262308
"[Person1]: When she told me that she would marry no man but Dick, my heart was almost in my mouth.[Person2]: You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.[Person1]: I could not and can't make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.[Person2]: But Sarah says she does not care, so long as he loves her.",Person1 and Person2 feel scared when heard Sarah insists on marrying Dick.,Person1 and Person2 talk about the reason why Sarah would marry no man but Dick but Dick.,0.28433291815307693
"[Person1]: this party rocks![Person2]: you said it. Good beer, good music, and on top of that, there are so many hot girls here![Person1]: I'm with you on that. Check out that one over there. I think I'm in love![Person2]: well, she's alright, but not really my cup of tea. What about the blond with the red dress?[Person1]: oh, that's Janice. She's just new in town. You have a thing for blonds, eh?[Person2]: yeah! She could do anything she wants to me![Person1]: I bet. Why not go over and talk to her? She's really nice.[Person2]: I don't think so. I get so nervous talking to girls. I always put my foot in my mouth, scare her off, and end up looking like a real fool. Besides, she is way out of my league.[Person1]: come on! Man up! You'll never know until you try.[Person2]: okay okay, just let me have another cup of beers to get my head in the game.[Person1]: all right. But I think you ought to move soon.[Person2]: why?[Person1]: I can see five other guys eying her up.[Person2]: okay, here I go![Person1]: good luck!",Person1 and Person2 are at a nice party. Person2 has a crush on Janice but is afraid of talking to her. Person1 wishes Person2 good luck.,"Person1 and Person2 are at a party. Person1 is in love with the blond with the red dress and wants to talk to her, but Person2 thinks she's not his cup of tea. Person1 persuades Person2 to go over and talk to her.",0.31700025653317865
"[Person1]: Hey Jack. How were your classes this semester?[Person2]: They were not too bad. I really liked my poli-sci class.[Person1]: Would you consider it your favorite class?[Person2]: I don't know if I would call it my favorite, but it ranks up there.[Person1]: What class was your favorite then?[Person2]: I took a business communication class last year and it was terrific.[Person1]: I never took that yet. If that was your favorite, I think I will check it out.",Jack tells Person1 that business communication is his favorite last year and Person1 will check it.,Jack tells Person1 about his classes this semester. Person1 asks Jack about his favorite class and his favorite class last year.,0.3496338324079155
"[Person1]: Well, what a nice day![Person2]: Yeah, the air is really fresh.[Person1]: But it was not at all so fine yesterday.[Person2]: Because it rained last night.[Person1]: Did it?[Person2]: It sure did. It was a heavy storm, with lots of thunder.[Person1]: I was fast asleep, and didn't hear a thing.[Person2]: Well, it may rain again later today.[Person1]: Maybe. I see some dark clouds moving in.[Person2]: There may also be a strong wind coming in.[Person1]: It'll be dusty, too, I guess.[Person2]: Maybe not. Dust is no longer a big problem in Beijing.[Person1]: Why is that?[Person2]: We've been planting trees for many years.[Person1]: I see. The fall in Beijing is really beautiful.[Person2]: But the summer isn't. It's scorching in the summer.[Person1]: Then what about spring?[Person2]: Spring is warm and short in Beijing.[Person1]: It must be cold in the winter, though.[Person2]: You got it. Oh, by the way, it may be really cool in the evening around this time of the year. Don't forget to put on more clothes, or you might catch a cold.[Person1]: Thanks for reminding me.[Person2]: You're welcome.",Person1 and Person2 are talking about the weather in different seasons in Beijing. Person2 reminds Person1 to put on more clothes in the evening and not to catch a cold.,"Person2 tells Person1 it rained last night and it may rain again later today. Person2 also tells Person1 the weather in Beijing. Person2 also tells Person1 the fall in Beijing is beautiful and the summer is scorching, but the summer and winter are different.",0.25054001296444806
"[Person1]: Would you like to go to the movies tonight?[Person2]: Well, I just saw a horror movie last night. It almost frightened me to death.[Person1]: Well, we could see something different like a detective film.[Person2]: I don't care for a detective film. It also makes me nervous.[Person1]: How about a comedy?[Person2]: No, I don't think comedies today are natural or cheerful.[Person1]: How about a love story then?[Person2]: No, romance is boring.[Person1]: What's you opinion?[Person2]: Let's go to see a war movie, shall we?[Person1]: Really?[Person2]: Certainly. Is there anything wrong?[Person1]: No, but I can't imagine that a girl like you would wonder to see a war movie.",Person1 invites Person2 to watch a movie together that night. Person2 wants to see nothing but a war movie.,"Person2 wants to see a detective film, a comedy, a love story, a war movie, or a love story, but Person1 thinks romance is boring. Person1 thinks it's boring.",0.2623623530934997
"[Person1]: Adam, could you show me around the school?[Person2]: No problem.[Person1]: What's the tallest building?[Person2]: You mean the white building near the playground?[Person1]: Yes.[Person2]: That is the library. And it has more than 1, 000, 000 books.[Person1]: What's the building to the south of the library?[Person2]: You know, our school is divided into two parts, the junior high school and the senior high school. That is the new classroom building for our senior high school.[Person1]: Is there a swimming pool in your school?[Person2]: Yes. There is a large swimming pool, but it is only available in summer.[Person1]: I do envy you. And I hope I can enter your school one day.[Person2]: I believe that you can make your dream come true.",Adam is showing Person1 around his school. Person1 envies Adam and hoped Person1 could enter this school one day.,Adam shows Person1 around the school. Person1 envies Adam's school. Adam tells Person1 about the buildings in his school and the swimming pool.,0.4006168083848877
"[Person1]: Honey, I've got good news for you.[Person2]: What is it?[Person1]: You are going to be a father.[Person2]: What? Do you mean that you are pregnant? Is it true?[Person1]: Yes. We'll have our baby soon.[Person2]: Oh, dear, I'm so happy.[Person1]: Me, too.",Person1 and Person2 feel happy because Person1 is pregnant.,Person1 tells Person2 Person1 is going to be a father.,0.31130277307675475
[Person1]: John dates her seven times a week.[Person2]: Really? That's a straws in the wind.[Person1]: I think so. Maybe he's fallen for her.[Person2]: Yeah. They suit each other. A perfect match between a man and a girl.,Person1 and Person2 think John's fallen for a girl.,Person1 and Person2 are talking about John dating a girl seven times a week.,0.3841522581926656
"[Person1]: Have you considered upgrading your system?[Person2]: Yes, but I'm not sure what exactly I would need.[Person1]: You could consider adding a painting program to your software. It would allow you to make up your own flyers and banners for advertising.[Person2]: That would be a definite bonus.[Person1]: You might also want to upgrade your hardware because it is pretty outdated now.[Person2]: How can we do that?[Person1]: You'd probably need a faster processor, to begin with. And you also need a more powerful hard disc, more memory and a faster modem. Do you have a CD-ROM drive?[Person2]: No.[Person1]: Then you might want to add a CD-ROM drive too, because most new software programs are coming out on Cds.[Person2]: That sounds great. Thanks.","Person1 is giving Person2 some advice for upgrading Person2's system, such as adding a painting program and a faster processor.","Person1 suggests adding a painting program to Person2's software and upgrading the hardware. Person2 doesn't have a CD-ROM drive, so Person1 suggests adding a CD-ROM drive.",0.3148987437001026
"[Person1]: Where to, miss?[Person2]: Hi! Crenshaw and Hawthorne, at the Holiday Inn that is on that corner.[Person1]: Sure thing. So, where are you flying in from?[Person2]: From China.[Person1]: Really? You don't look very Chinese to me, if you don't mind me saying so.[Person2]: It's fine. I am actually from Mexico. I was in China on a business trip, visiting some local companies that manufacture bathroom products.[Person1]: Wow sounds interesting! Excuse me if I am being a bit nosy but, how old are you?[Person2]: Don't you know it's rude to ask a lady her age?[Person1]: Don't get me wrong! It's just that you seem so young and already doing business overseas![Person2]: Well thank you! In that case, I am 26 years old, and what about yourself?[Person1]: I am 40 years old and was born and raised here in the good old U. S of A, although I have some Colombian heritage.[Person2]: Really? That's great! Do you speak some Spanish?[Person1]: Uh. . . yeah. . of course![Person2]: Que bien! Sentences poems habeas en espanol!","Person1 is driving Person2 to an inn. They talk about their careers, ages, and where they was born.",Person2 tells Person1 Person2 is from Mexico and Person2 is 26 years old. Person1 is 40 years old and was born and raised here in the good old U.S of A. Person1 speaks some Spanish.,0.15393879083354767
"[Person1]: Oh dear, my weight has gone up again.[Person2]: I am not surprised, you eat too much.[Person1]: And I suppose sitting at the desk all day at the office doesn't help.[Person2]: No, I wouldn't think so.[Person1]: I do wish I could lose weight.[Person2]: Well, why don't you go on a diet?[Person1]: I've tried diets before but they've never worked.[Person2]: Perhaps you should exercise more. Why don't you go to an exercise class.[Person1]: Yes, maybe I should.",Person1 wants to lose weight. Person2 suggests Person1 take an exercise class to exercise more.,Person1 tells Person2 Person1's weight has gone up again. Person2 suggests Person1 go on a diet or go to an exercise class.,0.36498851431283375
"[Person1]: Good evening. Welcome to our restaurant.[Person2]: Good evening. We want a dinning room with a table for eight.[Person1]: I'm sorry, sir. The rooms are not available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.[Person2]: No, thanks. We have made a reservation before.[Person1]: Can I have your name, please?[Person2]: My name is James.[Person1]: I'll ask waitress to show you the way.[Person2]: Thanks.",James reserves a dining room for eight at a restaurant. Person1 will ask the waitress to show him the way.,"James wants a dinning room with a table for eight, but the rooms are not available now. Person1 helps him to have his dinner in the dinning hall.",0.26479722474531453
"[Person1]: How large is the plant?[Person2]: It covers an area of 75, 000 square meters.[Person1]: It's much larger than I expected. When was the plant set up?[Person2]: In the early 70s. We'll soon be celebrating the 30th anniversary.[Person1]: Congratulations![Person2]: Thank you.[Person1]: How many employees do you have in this plant?[Person2]: 500. We're running on three shifts.[Person1]: Does the plant work with everything from the raw material to the finished product?[Person2]: Our associates specializing in these fields make some access - ries. Well, here we're at the production shop. Shall we start with the assembly line?[Person1]: That's fine.",Person1 is visiting a large plant and Person2 introduces its basic information.,"Person2 tells Person1 about Person2's plant, its location, its employees, and its production shop.",5.144987748379036e-78
"[Person1]: Right Rebecca. Now I see that after graduating from University your first job was. . .[Person2]: For a local paper in York called the York Herald. Actually, I started with them as an intern in the beginning. I was really keen on getting some experience in the journalistic world, and this seemed like a good first step.[Person1]: Certainly. And after your internship?[Person2]: They seemed impressed, and offered me a position as a junior local news reporter. I ended up staying two years there actually. I was in charge of the sports news section of the newspaper. I really enjoyed it there, and it really helped me build my skills.[Person1]: Yes I see. But you decided to leave them in 2006, right?[Person2]: Yes, that's right. My husband and I moved to London, and so I managed to find a position with a National newspaper based in London.[Person1]: The London Weekly right?[Person2]: Yes, in some ways it was a step down from my previous job but it did offer me much better prospects for the future.","Person1 is asking Rebecca about her working experience. She worked for York Herald as an intern and then as a junior local news reporter. After that, she began to work for London Weekly.",Rebecca tells Person1 about her first job after graduating from University. Rebecca started with the York Herald as an intern in the beginning and stayed two years as a junior local news reporter. She left the York Herald in 2006 and found a position with a National newspaper based in London.,0.33969995965856536
"[Person1]: We need to do a group report tomorrow. I need to go to the stationer to buy something for the posters.[Person2]: You need to make posters?[Person1]: absolutely. Every time when we do the reports, we love making some beautiful posters to emphasize our theme ideas.[Person2]: I see. Then let's make a shopping list first before we go there. othe rise, It may take us a whole day to search for the things you need.[Person1]: No problem. I need some markers, some color pencils, a pair of scissors, some highlighter, rulers. .[Person2]: Wow, it is like a maze, I think I might get lost soon.[Person1]: Don't worry. In fact, it is very easy to find what you want. Can you see the sign on top of every shelf. It clearly tells you what things are displayed on every shelf.[Person2]: Oh, yes. You are so smart. I see them. So I have to go to shelf number 3 first to get my markers, color pencils and highlighters and somebrushes.[Person1]: I also need some thumbtacks, whiteout and paper clips. Which shelf are they on? I can't find the number.[Person2]: It's at the back. I think you are near-sighted. You had better get yourself a pair of nice glasses.","Person1 and Person2 will do a group report, so they plan to buy something to make posters. They make a shopping list before they go and find items according to signs on shelves.","Person1 and Person2 are going to the stationer to buy something for the posters for the group report tomorrow. Person1 needs some markers, some color pencils, a pair of scissors, some highlighter, rulers, and some highlighter, while Person2 needs some markers, color pencils, a pair of scissors, a pair of scissors, some highlighter, and some highlighter, and somebrushes.",0.16673183448622161
"[Person1]: Mary, why are you so tired?[Person2]: I go to the personnel market every day, and put a lot of energy into it.[Person1]: Why don't you think about applying for a job on the Internet?[Person2]: On the Internet? I have never tried that way.[Person1]: Well, it's very convenient and very popular now.[Person2]: So how to apply for a job on the Internet?[Person1]: Just get online and send your application through email to the employer.[Person2]: But how can I know which employer is hiring?[Person1]: You could place your job hunting information on the Job Wanted channel on a recruitment website.[Person2]: Will the employers see my information?[Person1]: Yes. If they think you are a fit, maybe they will contact you.[Person2]: Is it safe to job hunt on the Internet?[Person1]: If you log in some formal websites, it must be very safe.[Person2]: I will give it a try at once.",Mary is tired because of finding jobs in the market. Person1 suggests Mary apply for jobs on the Internet and says she could place her information on the Job Wanted channel on a recruitment web. Mary will try at once.,Person1 suggests Mary applying for a job on the Internet. Mary thinks it's convenient and popular now. Person1 tells Mary how to apply for a job on the Internet. Mary will give it a try at once.,0.4270576498712898
"[Person1]: What are you working on?[Person2]: I'm figuring out my budget.[Person1]: What budget?[Person2]: I'm making a shopping budget, so that I don't spend too much money.[Person1]: How much money can you spend?[Person2]: I can only spend $ 300 a month.[Person1]: Why only $ 300?[Person2]: I need to save the rest.[Person1]: For what?[Person2]: I need to pay my bills.[Person1]: Your budget is a good idea.[Person2]: I know. It's going to save me a lot of money, I hope.",Person2 is making a shopping budget to save the rest of the money. Person1 thinks it's a good idea.,Person2 tells Person1 Person2's figuring out Person2's shopping budget. Person1 thinks it's a good idea.,0.5117480738578343
"[Person1]: Where are you going, Jane?[Person2]: I'm going to the hospital to see Susan.[Person1]: I saw her yesterday. She was a little better.[Person2]: Must I catch a number 7 bus to get there?[Person1]: No, you needn't. A number 13 bus will also take you to the hospital.[Person2]: Number 13 buses run much more frequently, don't they?[Person1]: Yes. I caught a number 7 bus yesterday, and they said I had taken a wrong bus.[Person2]: Thank you, Henry. I'll get a number 13.[Person1]: But number 13 buses leave from the center of town. You'll have to walk two miles to catch one.",Jane is going to the hospital to see Susan. Henry tells her to catch the number 13.,Henry tells Jane to take a number 13 bus to the hospital to see Susan because the number 7 bus will take her to the hospital.,0.4935860893352708
"[Person1]: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?[Person2]: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?[Person1]: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form[Person2]: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?[Person1]: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.[Person2]: OK. Shall we say next week, on Tuesday at 2[Person1]: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",Person1 wants to talk to Person2 about the sales projections for next year. They decide to meet on Tuesday at 2:30 the next week.,"Person1 wants to talk to Person2 about the sales projections for next year, but Person2 is booked solid all day tomorrow. Person2 agrees to do it next week. Person1 will come to Person2's office to show Person2 how to set up macros.",0.3615959323429802
"[Person1]: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?[Person2]: There's a service called 'A friend in New York'. It's a personal tour guide service.[Person1]: That's interesting. What does it do?[Person2]: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.[Person1]: Good. Where can I get the questionnaire?[Person2]: You can easily download it from their website.[Person1]: That's helpful! Thanks!",Person1 is going to New York for the first time. Person2 suggests Person1 use a personal tour guide service to make Person1's trip plan.,Person2 tells Person1 about a personal tour guide service called 'A friend in New York'. Person1 can download the questionnaire from their website.,0.3827664420072589
"[Person1]: What do you know about our company?[Person2]: Well, as I know this company is one of the largest and best in this field of business. It mainly produces toys for children. It employs more than 10, 000 people throughout the world. The president now is Mr. Jackson. The Shanghai branch was founded five years ago with a staff of more than 2, 000.[Person1]: Very good. If you enter this company, what department would you like to work in?[Person2]: May I work in sales department?[Person1]: OK. Oh, how much do you make at your current job, if you don't mind my asking?[Person2]: I'm paid 2, 000 yuan per month plus some allowances and bonus as that come to about 3, 000 yuan a month. How much will you pay me?[Person1]: Well, the starting salary for a clerk in our company is 2, 500 yuan monthly and after three months he would get a raise if his work is satisfactory.[Person2]: Do you have any fringe benefits?[Person1]: Sure, we provide semi-annual bonus, a small bonus at Spring Festival, four weeks paid vacation a year.[Person2]: How about insurance and full health insurance?[Person1]: We can buy that for you.[Person2]: That sounds good.","Person1 is interviewing Person2. They discuss department Person2 wants to work in, salary, and fringe benefits.",Person2 tells Person1 Person2's current job and Person1's company. Person2 wants to work in the sales department and Person1 tells Person2 Person1's company's starting salary and fringe benefits.,0.3488452902928604
"[Person1]: I'm here to sign the agreement.[Person2]: I'm sorry. The agreement hasn't been fully prepared. It will be ready by tomorrow.[Person1]: Can you speed it up and let us have it today?[Person2]: I will try my best. Here is the draft. Would you please go over it and see if any modifications are needed?[Person1]: Let me have a look. Well, it contains basically all we have agreed upon.[Person2]: How about the terms concerning packing?[Person1]: I don't think so.[Person2]: If you totally agree, I'll type the agreement this evening and have it duplicated for signatures.[Person1]: That's fine.",Person1 comes to sign an agreement but it isn't ready until evening. So Person1 is going through the draft.,"Person1 wants to sign the agreement by tomorrow, but Person2 hasn't been fully prepared. Person2'll type the agreement this evening and have it duplicated.",0.21011473392540078
"[Person1]: Hello. Is this ABC Rent-a-car Company?[Person2]: Yes, speaking. May I help you?[Person1]: This morning we rented a car and we are on the way to Niagara Falls. I'm afraid we have a car accident near the border.[Person2]: That's too bad. What kind of accident is it? Are you all right?[Person1]: I'm all right, but my friend is seriously injured. Will you call an ambulance and the police?[Person2]: OK. I'll do it right away, but tell me how it happened.[Person1]: I ran into the guardrail when I turned to the left.",Person1 rent a car from ABC Rent-a-car Company this morning and met an accident. Person2 will call an ambulance and police for Person1.,Person1 tells Person2 Person1's car accident near the border and Person1's friend is seriously injured. Person2 will call the ambulance and the police.,0.3619981507363658
"[Person1]: Excuse me, could you tell me how to get to the school clinic? I've lost my way.[Person2]: Yes. Go straight ahead till you come to the traffic lights, turn left there and it's the first turning on the right.[Person1]: Straight ahead to the traffic lights, left and then right.[Person2]: That's it. It'll take you about five minutes.[Person1]: Thank you very much.",Person1 is lost on the way to the school clinic. Person2 shows Person1 the correct direction.,Person2 tells Person1 how to get to the school clinic by the traffic lights.,0.34764697463546496
"[Person1]: Good morning. What can I do for you?[Person2]: Well, I hate to disturb you, but I really can't stand it any more. Can you change my room for me? It's too noisy. I was woken up several times by the noise the baggage elevator made. It was too much for me.[Person1]: I'm sorry to hear that. This room is at the end of the corridor. It's possible that the noise is heard early in the morning when everything is quiet.[Person2]: Anyhow, I'd like to change my room.[Person1]: I'm awfully sorry, Miss. I do apologize. We'll manage it, but we don't have any spare room today. Could you wait till tomorrow? A tour company will be leaving tomorrow morning. There'll be some rooms for you to choose from.[Person2]: All right. I hope I'll be able to enjoy my stay in a quiet suite tomorrow evening and have a sound sleep.[Person1]: Be sure. And if there is anything more you need, please let us know.[Person2]: OK. Thank you.[Person1]: You're welcome. I hope you'll be more comfortable in your new room.",Person2 wants to change her room because the baggage elevator is too noisy. Person1 is sorry and tells her Person1 will manage it when there's a spare room.,Person2 asks Person1 to change her room because the noise is too noisy. Person1 apologizes for the noise and promises to change her to a quiet suite tomorrow.,0.4714985865433195
"[Person1]: There's a car waiting for you just outside the door. Right this way, please.[Person2]: OK![Person1]: Let me put your cases into the trunk and please get in the back.[Person2]: Thanks![Person1]: How was your flight?[Person2]: It's comfortable, but now I'm a little tired.[Person1]: We'll reach the Beijing hotel in another ten minutes. When we arrived there, you can go up and have a rest. The hotel has very good service, and it's considered as one of the best hotels here.[Person2]: Thank you! I lived there when I came to Beijing last time. It's comfortable and beautiful.[Person1]: If it's convenient for you, Mr. Wu would like to invite you to the banquet in honor of you in the evening.[Person2]: Thank you! I will. When and where will the dinner be?[Person1]: At six o'clock in the International Hotel. We'll pick you up this afternoon. Besides, if you care for visiting, we'll arrange some sightseeing for you.[Person2]: Oh, that's nice. Thank you for arranging all of this.",Person1 is driving Person2 to the Beijing hotel. Person2 will attend a banquet at six o'clock in the International Hotel.,"Person1 takes Mr. Wu to the Beijing hotel. Mr. Wu is a little tired, so Person1 will take him to the banquet in honor of Mr. Wu in the evening and arrange some sightseeing for him.",0.26421389954974467
"[Person1]: Excuse me, I'm lost. Can you show me where I am in this map?[Person2]: Er, let me see. Oh, look, you're right here. Pretty close to the Olympic Park.[Person1]: That's great! It's not my day. I just have very bad sense of direction.[Person2]: Is this your first time here? Where are you going?[Person1]: I am supposed to go to Liu Ichang.[Person2]: Oh, there are many Chinese antique stores. They get paintings, too. Do you get interested in them?[Person1]: Yes. Yes. Can you tell me how to get there?[Person2]: Wow, it is quite far away from here. I'm afraid you're gonna have to take Bus No. 713.",Person1 gets lost on the way to Liu Ichang. Person2 tells Person1 to take Bus No. 713 because it's far.,Person2 shows Person1 the way to Liu Ichang and tells Person1 how to get to the store.,0.3647166402202123
"[Person1]: What's the matter with this computer?[Person2]: I don't know, but it just doesn't work well. Whenever I start it, it stops running.[Person1]: Have you asked Mr. Li for some advice?[Person2]: Yes, I have, but he doesn't seem to be able to solve the problem, either. Can you help me?[Person1]: Me? I know nothing more than playing computer games.[Person2]: What shall I do? I have to finish this report this afternoon, but...[Person1]: But why don't you ring up the repairmen? They will be able to settle the problem.[Person2]: Yes, I'll ring them up.",Person2 finds that the computer has stopped running. Person1 suggests Person2 ring up the repairmen.,Person2 tells Person1 Person2's computer doesn't work well. Person1 suggests ringing up the repairmen and Person2 agrees.,0.3833478464690632
"[Person1]: May I help you, sir?[Person2]: Yes. I'm looking for a nice gift for my mother. It's her birthday tomorrow.[Person1]: Do you have anything special in mind?[Person2]: No, not really.[Person1]: Perhaps she would like a necklace. We have many choices here.[Person2]: No, thanks. My mom doesn't like jewels.[Person1]: Well, then. Maybe a watch would be nice.[Person2]: Yes, that's it. She does need a new watch with big, clear numbers. She has complained a lot about the small numbers on her watch.[Person1]: This gold one is pretty, and I'm sure it will be easy for her to read the time.[Person2]: Don't you think it's a bit too fancy for old ladies?[Person1]: No, it actually sells very well and the old ladies like it very much.[Person2]: Maybe you are right. I'll take it.[Person1]: I'm sure your mother will love it.[Person2]: I hope so.","Person2 wants to buy a gift for his mother's birthday. After knowing his mother's preference, Person1 recommends a gold watch.","Person2 wants to buy a watch for his mother for her birthday. Person1 recommends a gold watch with big, clear numbers and Person2'll take it.",0.5303918670777301
